productId,title,url,image,description,category,currency,originalPrice,price,availability,condition,custom_label_brand
400010000209,Khoai Lang Mật Đà Lạt - S-ECO,https://foodmap.asia/product/khoai-lang-mat-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000211,Khoai Lang Nhật Đà Lạt - S-ECO,https://foodmap.asia/product/khoai-lang-nhat-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000212,Khoai Lang Tím Đà Lạt - S-ECO,https://foodmap.asia/product/khoai-lang-tim-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000208,Khoai Tây Baby Đà Lạt - S-ECO,https://foodmap.asia/product/khoai-tay-baby-da-lat-s-eco,,0,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000207,Khoai Tây Đà Lạt - S-ECO,https://foodmap.asia/product/khoai-tay-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000229,Măng Tây Đà Lạt - S-ECO,https://foodmap.asia/product/mang-tay-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000239,Phúc Bồn Tử Đà Lạt - S-ECO,https://foodmap.asia/product/phuc-bon-tu-da-lat-s-eco,,,Trái cây tươi ngon,VND,1,1,available,new,S-ECO
400010000203,Su Hào Đà Lạt - S-ECO,https://foodmap.asia/product/su-hao-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000204,Su Su Đà Lạt - S-ECO,https://foodmap.asia/product/su-su-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000220,Súp Lơ San Hô Đà Lạt - S-ECO,https://foodmap.asia/product/sup-lo-san-ho-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000219,Súp Lơ Trắng Đà Lạt - S-ECO,https://foodmap.asia/product/sup-lo-trang-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000217,Súp Lơ Tím Baby Đà Lạt - S-ECO,https://foodmap.asia/product/sup-lo-tim-baby-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000216,Súp Lơ Xanh Baby Đà Lạt - S-ECO,https://foodmap.asia/product/sup-lo-xanh-baby-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
400010000218,Súp Lơ Xanh Đà Lạt - S-ECO,https://foodmap.asia/product/sup-lo-xanh-da-lat-s-eco,,,Đặc sản vùng miền,VND,1,1,available,new,S-ECO
